INFO:werkzeug:[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:8080
INFO:werkzeug:[33mPress CTRL+C to quit[0m
INFO:werkzeug: * Restarting with stat
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 232-260-832
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:41] "GET /fr HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:42] "[36mGET /static/javascript/modale.js HTTP/1.1[0m" 304 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:42] "GET /static/CSS/modale.css HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "POST /consentement HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /home HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/CSS/home.css HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/CSS/element_interface/target_missile.css HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/CSS/navette/navette.css HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/CSS/navbars/navbars.css HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/CSS/message_titre.css HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/CSS/element_interface/touches.css HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/javascript/elements_interface/conservation_liens.js HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/javascript/movements_navette/movements_navette.js HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/javascript/elements_interface/target_missile.js HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/javascript/elements_interface/message.js HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/javascript/elements_interface/asteroids.js HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/javascript/movements_navette/movements_automatic.js HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/javascript/FX/explosions.js HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/javascript/javascript_mobile/direction_mobile.js HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "[36mGET /static/CSS/footer.css HTTP/1.1[0m" 304 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/images_site/images_element/elements_mobile/arrow-top.png HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/images_site/images_element/elements_mobile/arrow-right.png HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [03/Oct/2023 19:51:43] "GET /static/images_site/images_element/elements_mobile/arrow-left.png HTTP/1.1" 200 -
